"421","AIX (ppc)"
"1539","AIX (ppc64)"
"1","CloudByte (amd64)"
"2","FreeBSD (aarch64)"
"665","FreeBSD (amd64)"
"385","FreeBSD (i386)"
"350","HP-UX (IA64N)"
"34","HP-UX (IA64W)"
"72","HP-UX (PA_RISC2.0)"
"2","HP-UX (PA_RISC2.0W)"
"7","HP-UX (ia64)"
"252","Linux (aarch64)"
"291780","Linux (amd64)"
"847","Linux (arm)"
"1","Linux (e2k)"
"10374","Linux (i386)"
"6","Linux (ia64)"
"2","Linux (mips64)"
"17","Linux (mips64el)"
"1","Linux (mipsel)"
"29","Linux (ppc)"
"207","Linux (ppc64)"
"390","Linux (ppc64le)"
"10","Linux (s390)"
"245","Linux (s390x)"
"7","Linux (sparcv9)"
"1","Linux (sw)"
"104","Linux (x86)"
"3","Linux (zArch_64)"
"3","Mac OS X (i386)"
"21241","Mac OS X (x86_64)"
"163729","N/A"
"9","NONSTOP_KERNEL (IA64N)"
"7","NONSTOP_KERNEL (x86_64N)"
"1","NetBSD (amd64)"
"10","NetBSD (i386)"
"2","OS/400 (PowerPC)"
"18","OS/400 (ppc)"
"8","OS/400 (ppc64)"
"19","OpenBSD (amd64)"
"7","OpenBSD (i386)"
"663","SunOS (amd64)"
"1103","SunOS (sparc)"
"815","SunOS (sparcv9)"
"997","SunOS (x86)"
"20","Windows (amd64)"
"1","Windows (x86)"
"6730","Windows 10 (amd64)"
"6285","Windows 10 (x86)"
"3","Windows 2000 (x86)"
"304","Windows 2003 (amd64)"
"1393","Windows 2003 (x86)"
"21488","Windows 7 (amd64)"
"24604","Windows 7 (x86)"
"984","Windows 8 (amd64)"
"475","Windows 8 (x86)"
"2352","Windows 8.1 (amd64)"
"2077","Windows 8.1 (x86)"
"993","Windows NT (unknown) (amd64)"
"1354","Windows NT (unknown) (x86)"
"5","Windows Server 2003 (amd64)"
"8","Windows Server 2003 (x86)"
"519","Windows Server 2008 (amd64)"
"910","Windows Server 2008 (x86)"
"15929","Windows Server 2008 R2 (amd64)"
"9366","Windows Server 2008 R2 (x86)"
"4104","Windows Server 2012 (amd64)"
"2093","Windows Server 2012 (x86)"
"17445","Windows Server 2012 R2 (amd64)"
"10036","Windows Server 2012 R2 (x86)"
"921","Windows Server 2016 (amd64)"
"381","Windows Server 2016 (x86)"
"1","Windows Server 2016 Standard (amd64)"
"2","Windows Server 8 (amd64)"
"16","Windows Vista (amd64)"
"174","Windows Vista (x86)"
"18","Windows XP (amd64)"
"1061","Windows XP (x86)"
"3","z/OS (s390)"
"45","z/OS (s390x)"
