"86","AIX (ppc)"
"1728","AIX (ppc64)"
"1","DragonFlyBSD (amd64)"
"3","FreeBSD (aarch64)"
"747","FreeBSD (amd64)"
"25","FreeBSD (i386)"
"235","HP-UX (IA64N)"
"47","HP-UX (IA64W)"
"10","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"10","HP-UX (ia64)"
"8493","Linux (aarch64)"
"613411","Linux (amd64)"
"3051","Linux (arm)"
"3","Linux (e2k)"
"3806","Linux (i386)"
"134","Linux (loongarch64)"
"69","Linux (mips64el)"
"12","Linux (ppc)"
"57","Linux (ppc64)"
"661","Linux (ppc64le)"
"1","Linux (riscv)"
"7","Linux (riscv64)"
"252","Linux (s390x)"
"1","Linux (sparcv9)"
"11","Linux (sw64)"
"25","Linux (x86)"
"1","Linux (x86_64)"
"2","Linux (zArch_64)"
"4524","Mac OS X (aarch64)"
"25660","Mac OS X (x86_64)"
"1","MidnightBSD (amd64)"
"1","MidnightBSD (i386)"
"362178","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"6","NONSTOP_KERNEL (x86_64N)"
"7","NetBSD (amd64)"
"1","NetBSD (i386)"
"2","OS/400 (ppc)"
"54","OS/400 (ppc64)"
"10","OS400 (ppc64)"
"1","OpenBSD (aarch64)"
"18","OpenBSD (amd64)"
"477","SunOS (amd64)"
"83","SunOS (sparc)"
"1143","SunOS (sparcv9)"
"91","SunOS (x86)"
"1","Windows 10 (aarch64)"
"75710","Windows 10 (amd64)"
"13785","Windows 10 (x86)"
"3578","Windows 11 (amd64)"
"99","Windows 11 (x86)"
"25","Windows 2003 (amd64)"
"190","Windows 2003 (x86)"
"4072","Windows 7 (amd64)"
"2382","Windows 7 (x86)"
"103","Windows 8 (amd64)"
"73","Windows 8 (x86)"
"925","Windows 8.1 (amd64)"
"482","Windows 8.1 (x86)"
"2516","Windows NT (unknown) (amd64)"
"588","Windows NT (unknown) (x86)"
"94","Windows Server 2008 (amd64)"
"119","Windows Server 2008 (x86)"
"3906","Windows Server 2008 R2 (amd64)"
"1209","Windows Server 2008 R2 (x86)"
"1451","Windows Server 2012 (amd64)"
"405","Windows Server 2012 (x86)"
"18366","Windows Server 2012 R2 (amd64)"
"5169","Windows Server 2012 R2 (x86)"
"36649","Windows Server 2016 (amd64)"
"8419","Windows Server 2016 (x86)"
"1","Windows Server 2016 Datacenter (amd64)"
"4","Windows Server 2016 Standard (amd64)"
"23344","Windows Server 2019 (amd64)"
"2325","Windows Server 2019 (x86)"
"1","Windows Server 2019 Standard (amd64)"
"1718","Windows Server 2022 (amd64)"
"100","Windows Server 2022 (x86)"
"5","Windows Server version 1909 (amd64)"
"7","Windows Server version 2009 (amd64)"
"2","Windows Vista (amd64)"
"41","Windows Vista (x86)"
"1","Windows XP (amd64)"
"172","Windows XP (x86)"
"226","z/OS (s390x)"
