"build-publisher","514"
"build-pipeline-plugin","524"
"slave-status","530"
"role-strategy","534"
"testng-plugin","534"
"ui-samples-plugin","534"
"thinBackup","556"
"bugzilla","557"
"rubyMetrics","560"
"configurationslicing","572"
"ldapemail","586"
"svnpublisher","589"
"grails","603"
"mstest","615"
"cron_column","620"
"saferestart","620"
"envfile","628"
"ircbot","643"
"cppcheck","650"
"viewVC","654"
"depgraph-view","676"
"global-build-stats","685"
"maven-info","707"
"changelog-history","714"
"url-change-trigger","721"
"xfpanel","732"
"xvnc","734"
"nant","736"
"view-job-filters","743"
"compact-columns","747"
"next-build-number","752"
"claim","761"
"clearcase","772"
"hudsontrayapp","790"
"template-project","802"
"port-allocator","813"
"nested-view","821"
"locale","827"
"publish-over-ssh","832"
"sloccount","832"
"monitoring","837"
"ruby","850"
"sectioned-view","857"
"description-setter","860"
"seleniumhq","861"
"downstream-ext","871"
"doclinks","904"
"iphoneview","904"
"redmine","909"
"groovy","914"
"ftppublisher","922"
"copy-to-slave","928"
"versionnumber","936"
"doxygen","937"
"timestamper","937"
"jobConfigHistory","960"
"artifactory","997"
"rake","1045"
"trac","1048"
"text-finder","1051"
"dependencyanalyzer","1053"
"hudson-pview-plugin","1073"
"copyarchiver","1092"
"join","1094"
"python","1117"
"statusmonitor","1140"
"downstream-buildview","1190"
"perforce","1193"
"sidebar-link","1220"
"svn-release-mgr","1256"
"release","1267"
"clover","1304"
"nunit","1305"
"radiatorviewplugin","1312"
"performance","1326"
"jabber","1331"
"audit-trail","1356"
"ssh","1367"
"jdepend","1386"
"log-parser","1415"
"promoted-builds","1439"
"github","1474"
"locks-and-latches","1479"
"ci-game","1587"
"emotional-hudson","1620"
"emma","1732"
"mercurial","1747"
"m2-extra-steps","1752"
"plot","1763"
"copyartifact","1788"
"batch-task","1800"
"svn-tag","1968"
"m2release","1970"
"scp","2061"
"setenv","2076"
"postbuild-task","2116"
"instant-messaging","2142"
"msbuild","2150"
"backup","2306"
"build-timeout","2353"
"deploy","2357"
"jira","2390"
"tasks","2416"
"parameterized-trigger","2441"
"dry","2535"
"xunit","2538"
"active-directory","2572"
"htmlpublisher","2984"
"chucknorris","2987"
"dashboard-view","3015"
"analysis-collector","3042"
"disk-usage","3323"
"violations","3352"
"warnings","3451"
"sonar","3481"
"pmd","3947"
"findbugs","4096"
"scis-ad","4257"
"cobertura","4293"
"checkstyle","4451"
"git","5295"
"greenballs","5342"
"email-ext","5572"
"analysis-core","8402"
"cvs","22585"
"maven-plugin","23517"
"subversion","23847"
"ssh-slaves","24009"
