"51","AIX (ppc)"
"1757","AIX (ppc64)"
"2","DragonFlyBSD (amd64)"
"12","FreeBSD (aarch64)"
"687","FreeBSD (amd64)"
"21","FreeBSD (i386)"
"203","HP-UX (IA64N)"
"9","HP-UX (IA64W)"
"7","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"7","HP-UX (ia64)"
"11940","Linux (aarch64)"
"623638","Linux (amd64)"
"2621","Linux (arm)"
"2","Linux (e2k)"
"3275","Linux (i386)"
"90","Linux (loongarch64)"
"45","Linux (mips64el)"
"13","Linux (ppc)"
"46","Linux (ppc64)"
"588","Linux (ppc64le)"
"40","Linux (riscv64)"
"1","Linux (s390)"
"258","Linux (s390x)"
"1","Linux (sparcv9)"
"32","Linux (sw64)"
"26","Linux (x86)"
"2","Linux (zArch_64)"
"10277","Mac OS X (aarch64)"
"20696","Mac OS X (x86_64)"
"358568","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"6","NONSTOP_KERNEL (x86_64N)"
"1","NetBSD (amd64)"
"1","NetBSD (i386)"
"6","OS/400 (ppc)"
"51","OS/400 (ppc64)"
"9","OS400 (ppc64)"
"1","OpenBSD (aarch64)"
"25","OpenBSD (amd64)"
"348","SunOS (amd64)"
"66","SunOS (sparc)"
"816","SunOS (sparcv9)"
"52","SunOS (x86)"
"2","Windows 10 (aarch64)"
"72267","Windows 10 (amd64)"
"6865","Windows 10 (x86)"
"6","Windows 11 (aarch64)"
"10792","Windows 11 (amd64)"
"356","Windows 11 (x86)"
"15","Windows 2003 (amd64)"
"96","Windows 2003 (x86)"
"2876","Windows 7 (amd64)"
"1200","Windows 7 (x86)"
"54","Windows 8 (amd64)"
"34","Windows 8 (x86)"
"409","Windows 8.1 (amd64)"
"241","Windows 8.1 (x86)"
"1543","Windows NT (unknown) (amd64)"
"465","Windows NT (unknown) (x86)"
"73","Windows Server 2008 (amd64)"
"85","Windows Server 2008 (x86)"
"2104","Windows Server 2008 R2 (amd64)"
"604","Windows Server 2008 R2 (x86)"
"957","Windows Server 2012 (amd64)"
"213","Windows Server 2012 (x86)"
"10160","Windows Server 2012 R2 (amd64)"
"2110","Windows Server 2012 R2 (x86)"
"34997","Windows Server 2016 (amd64)"
"3982","Windows Server 2016 (x86)"
"1","Windows Server 2016 Datacenter (amd64)"
"4","Windows Server 2016 Standard (amd64)"
"34253","Windows Server 2019 (amd64)"
"1809","Windows Server 2019 (x86)"
"9023","Windows Server 2022 (amd64)"
"225","Windows Server 2022 (x86)"
"28","Windows Server version 2009 (amd64)"
"1","Windows Vista (amd64)"
"41","Windows Vista (x86)"
"1","Windows XP (amd64)"
"85","Windows XP (x86)"
"201","z/OS (s390x)"
