"org-jenkinsci-plugins-mavenjobgenerator-MavenJobGenerator","1"
"org-jenkinsci-plugins-SyncSources-MonitoringJobsProject","2"
"org-jenkinsci-plugins-SyncSources-PreparationDailyProject","2"
"org-jenkinsci-plugins-performance_receiver-PerformanceProject","2"
"hudson-model-HtmlProject","3"
"hudson-model-CppProject","5"
"hudson-plugin-smartjob-SmartJob","9"
"hudson-drools-DroolsProject","12"
"hudson-model-GolangProject","16"
"org-jvnet-hudson-test-MockFolder","16"
"org-jenkinsci-plugins-drupal-projects-DrupalProject","29"
"hudson-plugins-job_dependency-projects-MasterProject","30"
"org-jenkinsci-plugins-SyncSources-MakeProject","45"
"org-jenkinsci-plugins-SyncSources-MakeFirProject","46"
"org-jenkinsci-plugins-SyncSources-PreShelveProject","46"
"org-jenkinsci-plugins-pipeline-multibranch-defaults-PipelineMultiBranchDefaultsProject","73"
"org-jenkinsci-plugins-spoontrigger-SpoonProject","152"
"org-jenkinsci-plugins-coordinator-model-CoordinatorProject","190"
"org-jenkinsci-plugins-jobgenerator-JobGenerator","2749"
"hudson-model-ExternalJob","4584"
"hudson-ivy-IvyModuleSet","6451"
"hudson-plugins-project_inheritance-projects-InheritanceProject","19191"
"org-jenkinsci-plugins-workflow-multibranch-WorkflowMultiBranchProject","40494"
"hudson-matrix-MatrixProject","314009"
"org-jenkinsci-plugins-workflow-job-WorkflowJob","330190"
"hudson-maven-MavenModuleSet","1357400"
"hudson-model-FreeStyleProject","8368703"
