"jabber","2507"
"gravatar","2525"
"hipchat","2531"
"dynamicparameter","2542"
"build-blocker-plugin","2552"
"compact-columns","2558"
"mstest","2569"
"gerrit-trigger","2570"
"locale","2604"
"build-user-vars-plugin","2635"
"project-stats-plugin","2654"
"xvfb","2667"
"radiatorviewplugin","2711"
"postbuildscript","2713"
"cppcheck","2717"
"batch-task","2827"
"flexible-publish","2827"
"doxygen","2895"
"rake","2895"
"all-changes","3053"
"job-import-plugin","3074"
"versionnumber","3099"
"testng-plugin","3103"
"claim","3133"
"release","3145"
"ghprb","3146"
"powershell","3232"
"global-build-stats","3246"
"publish-over-ftp","3295"
"sidebar-link","3303"
"android-emulator","3305"
"github-oauth","3312"
"console-column-plugin","3344"
"locks-and-latches","3381"
"downstream-buildview","3389"
"text-finder","3422"
"audit-trail","3433"
"scriptler","3484"
"next-build-number","3486"
"mask-passwords","3531"
"build-monitor-plugin","3556"
"description-setter","3619"
"extra-columns","3629"
"saferestart","3639"
"jacoco","3671"
"perforce","3706"
"svn-tag","3714"
"emma","3719"
"configurationslicing","3736"
"groovy-postbuild","3742"
"cloverphp","3817"
"throttle-concurrents","3916"
"nunit","3935"
"depgraph-view","3958"
"build-flow-plugin","3980"
"jdepend","4044"
"python","4090"
"port-allocator","4099"
"extended-choice-parameter","4123"
"xcode-plugin","4143"
"nodelabelparameter","4175"
"config-file-provider","4191"
"join","4247"
"buildgraph-view","4311"
"tasks","4413"
"mercurial","4493"
"nested-view","4717"
"simple-theme-plugin","4829"
"git-parameter","4862"
"multiple-scms","4864"
"rebuild","4865"
"jenkins-multijob-plugin","4979"
"scp","4991"
"artifactory","4994"
"m2release","5006"
"copy-to-slave","5101"
"view-job-filters","5204"
"performance","5211"
"backup","5356"
"monitoring","5409"
"instant-messaging","5462"
"git-server","5481"
"artifactdeployer","5575"
"build-name-setter","5635"
"jquery-ui","6034"
"groovy","6060"
"chucknorris","6070"
"ansicolor","6128"
"plot","6211"
"promoted-builds","6222"
"junit","6247"
"role-strategy","6379"
"ruby-runtime","6633"
"thinBackup","6659"
"gradle","6698"
"dry","6847"
"jira","6950"
"log-parser","6962"
"timestamper","7657"
"deploy","7692"
"ssh","7710"
"analysis-collector","7874"
"warnings","8658"
"postbuild-task","8776"
"msbuild","9202"
"findbugs","9278"
"jobConfigHistory","9354"
"ws-cleanup","9917"
"build-timeout","9988"
"violations","10258"
"disk-usage","10300"
"pmd","10404"
"active-directory","10486"
"publish-over-ssh","10622"
"xunit","10776"
"conditional-buildstep","10954"
"build-pipeline-plugin","11000"
"checkstyle","11767"
"cobertura","11842"
"sonar","12419"
"dashboard-view","12523"
"run-condition","12717"
"github","12918"
"github-api","13690"
"copyartifact","14110"
"htmlpublisher","14220"
"ssh-agent","15010"
"envinject","16968"
"jquery","17603"
"greenballs","18981"
"mapdb-api","24197"
"analysis-core","24830"
"parameterized-trigger","25533"
"email-ext","27032"
"token-macro","39800"
"git-client","43626"
"git","46377"
"matrix-project","49846"
"scm-api","51785"
"antisamy-markup-formatter","59268"
"windows-slaves","63341"
"matrix-auth","69839"
"ssh-credentials","82641"
"credentials","82964"
"cvs","84498"
"mailer","84686"
"ldap","84919"
"pam-auth","85596"
"external-monitor-job","86336"
"subversion","86992"
"translation","87015"
"ant","87667"
"javadoc","88343"
"maven-plugin","88945"
"ssh-slaves","89267"
