"336",""AIX (ppc)""
"2026",""AIX (ppc64)""
"3",""DragonFlyBSD (amd64)""
"729",""FreeBSD (amd64)""
"162",""FreeBSD (i386)""
"442",""HP-UX (IA64N)""
"14",""HP-UX (IA64W)""
"55",""HP-UX (PA_RISC2.0)""
"1",""HP-UX (PA_RISC2.0W)""
"10",""HP-UX (ia64)""
"1",""Haiku (amd64)""
"769",""Linux (aarch64)""
"443979",""Linux (amd64)""
"1723",""Linux (arm)""
"8091",""Linux (i386)""
"2",""Linux (ia64)""
"1",""Linux (mips64)""
"24",""Linux (mips64el)""
"23",""Linux (ppc)""
"168",""Linux (ppc64)""
"531",""Linux (ppc64le)""
"1",""Linux (riscv64)""
"5",""Linux (s390)""
"276",""Linux (s390x)""
"4",""Linux (sparcv9)""
"1",""Linux (sw64)""
"65",""Linux (x86)""
"7",""Linux (zArch_64)""
"30332",""Mac OS X (x86_64)""
"24",""NONSTOP_KERNEL (IA64N)""
"9",""NONSTOP_KERNEL (x86_64N)""
"5",""NetBSD (amd64)""
"2",""NetBSD (i386)""
"8",""OS/400 (ppc)""
"18",""OS/400 (ppc64)""
"26",""OpenBSD (amd64)""
"3",""OpenBSD (i386)""
"833",""SunOS (amd64)""
"452",""SunOS (sparc)""
"1447",""SunOS (sparcv9)""
"568",""SunOS (x86)""
"29334",""Windows 10 (amd64)""
"22353",""Windows 10 (x86)""
"1",""Windows 2000 (x86)""
"144",""Windows 2003 (amd64)""
"900",""Windows 2003 (x86)""
"21367",""Windows 7 (amd64)""
"21245",""Windows 7 (x86)""
"218",""Windows 8 (amd64)""
"248",""Windows 8 (x86)""
"2239",""Windows 8.1 (amd64)""
"1741",""Windows 8.1 (x86)""
"1265",""Windows NT (unknown) (amd64)""
"984",""Windows NT (unknown) (x86)""
"7",""Windows Server 2003 (amd64)""
"3",""Windows Server 2003 (x86)""
"293",""Windows Server 2008 (amd64)""
"628",""Windows Server 2008 (x86)""
"13981",""Windows Server 2008 R2 (amd64)""
"7968",""Windows Server 2008 R2 (x86)""
"2356",""Windows Server 2012 (amd64)""
"1408",""Windows Server 2012 (x86)""
"23570",""Windows Server 2012 R2 (amd64)""
"12700",""Windows Server 2012 R2 (x86)""
"11242",""Windows Server 2016 (amd64)""
"7512",""Windows Server 2016 (x86)""
"1",""Windows Server 2016 Standard (amd64)""
"3",""Windows Server 2019 (amd64)""
"8",""Windows Vista (amd64)""
"84",""Windows Vista (x86)""
"11",""Windows XP (amd64)""
"557",""Windows XP (x86)""
"3",""z/OS (s390)""
"110",""z/OS (s390x)""
"251229","N/A"
