"0","3620"
"1","10894"
"2","148661"
"3","15870"
"4","18077"
"5","15319"
"6","8927"
"7","4360"
"8","7425"
"9","2739"
"10","9837"
"11","2273"
"12","3523"
"13","1674"
"14","1824"
"15","2282"
"16","2046"
"17","1208"
"18","1242"
"19","883"
"20","3290"
"21","905"
"22","1156"
"23","675"
"24","975"
"25","958"
"26","761"
"27","544"
"28","570"
"29","435"
"30","1151"
"31","432"
"32","707"
"33","379"
"34","469"
"35","418"
"36","412"
"37","333"
"38","338"
"39","265"
"40","713"
"41","303"
"42","343"
"43","234"
"44","259"
"45","285"
"46","239"
"47","219"
"48","266"
"49","181"
"50","623"
"51","200"
"52","244"
"53","164"
"54","181"
"55","171"
"56","192"
"57","154"
"58","153"
"59","131"
"60","265"
"61","129"
"62","152"
"63","120"
"64","166"
"65","134"
"66","126"
"67","117"
"68","109"
"69","93"
"70","140"
"71","104"
"72","122"
"73","75"
"74","101"
"75","111"
"76","101"
"77","75"
"78","77"
"79","74"
"80","141"
"81","88"
"82","105"
"83","65"
"84","80"
"85","74"
"86","65"
"87","68"
"88","71"
"89","56"
"90","85"
"91","56"
"92","79"
"93","55"
"94","55"
"95","64"
"96","75"
"97","36"
"98","53"
"99","41"
"100","279"
"101","53"
"102","69"
"103","42"
"104","53"
"105","55"
"106","63"
"107","40"
"108","50"
"109","40"
"110","68"
"111","53"
"112","48"
"113","44"
"114","42"
"115","41"
"116","39"
"117","36"
"118","33"
"119","25"
"120","64"
"121","29"
"122","52"
"123","44"
"124","28"
"125","43"
"126","47"
"127","37"
"128","33"
"129","23"
"130","47"
"131","26"
"132","30"
"133","20"
"134","26"
"135","23"
"136","27"
"137","26"
"138","37"
"139","23"
"140","37"
"141","24"
"142","27"
"143","25"
"144","30"
"145","23"
"146","23"
"147","26"
"148","25"
"149","16"
"150","57"
"151","31"
"152","38"
"153","21"
"154","19"
"155","16"
"156","19"
"157","18"
"158","22"
"159","10"
"160","38"
"161","22"
"162","30"
"163","24"
"164","20"
"165","17"
"166","21"
"167","16"
"168","15"
"169","14"
"170","19"
"171","13"
"172","17"
"173","13"
"174","15"
"175","19"
"176","17"
"177","20"
"178","18"
"179","12"
"180","29"
"181","20"
"182","23"
"183","15"
"184","6"
"185","25"
"186","14"
"187","11"
"188","12"
"189","8"
"190","24"
"191","8"
"192","20"
"193","13"
"194","14"
"195","17"
"196","7"
"197","18"
"198","8"
"199","11"
"200","59"
"201","29"
"202","23"
"203","17"
"204","14"
"205","19"
"206","18"
"207","16"
"208","14"
"209","8"
"210","11"
"211","18"
"212","15"
"213","12"
"214","9"
"215","16"
"216","9"
"217","16"
"218","13"
"219","10"
"220","19"
"221","20"
"222","11"
"223","8"
"224","10"
"225","6"
"226","8"
"227","7"
"228","11"
"229","7"
"230","14"
"231","6"
"232","10"
"233","5"
"234","9"
"235","11"
"236","12"
"237","9"
"238","6"
"239","7"
"240","14"
"241","14"
"242","10"
"243","10"
"244","8"
"245","11"
"246","5"
"247","4"
"248","12"
"249","6"
"250","17"
"251","7"
"252","11"
"253","11"
"254","8"
"255","6"
"256","8"
"257","7"
"258","6"
"259","7"
"260","14"
"261","6"
"262","9"
"263","3"
"264","8"
"265","4"
"266","5"
"267","8"
"268","7"
"269","2"
"270","6"
"271","16"
"272","7"
"273","8"
"274","7"
"275","6"
"276","7"
"277","4"
"278","6"
"279","4"
"280","11"
"281","7"
"282","17"
"283","1"
"284","5"
"285","4"
"286","3"
"287","7"
"288","8"
"289","2"
"290","8"
"291","5"
"292","7"
"293","3"
"294","9"
"295","4"
"296","9"
"297","4"
"298","6"
"299","5"
"300","16"
"301","12"
"302","10"
"303","4"
"304","5"
"305","10"
"306","8"
"307","5"
"308","6"
"309","6"
"310","12"
"311","6"
"312","4"
"313","6"
"314","5"
"315","4"
"316","3"
"317","5"
"318","7"
"319","3"
"320","10"
"321","4"
"322","6"
"323","4"
"324","4"
"325","6"
"326","3"
"327","2"
"328","6"
"329","5"
"330","4"
"331","5"
"332","7"
"333","3"
"334","5"
"335","7"
"336","4"
"337","4"
"338","5"
"339","2"
"340","4"
"341","5"
"342","3"
"343","3"
"345","2"
"346","3"
"347","1"
"348","3"
"349","8"
"350","4"
"351","6"
"352","5"
"353","7"
"354","8"
"355","7"
"356","4"
"357","3"
"358","5"
"359","3"
"360","6"
"361","4"
"362","3"
"363","4"
"364","5"
"365","4"
"366","4"
"368","3"
"369","4"
"370","3"
"371","5"
"372","3"
"373","2"
"374","1"
"375","6"
"376","2"
"377","5"
"378","2"
"379","3"
"380","4"
"381","3"
"382","1"
"384","4"
"385","1"
"386","4"
"387","1"
"388","3"
"389","4"
"390","4"
"391","6"
"392","7"
"393","1"
"394","3"
"395","1"
"396","1"
"397","1"
"398","2"
"399","1"
"400","10"
"401","1"
"402","8"
"403","1"
"404","1"
"405","3"
"406","4"
"407","2"
"408","5"
"409","5"
"410","3"
"411","1"
"412","1"
"413","3"
"414","3"
"415","1"
"416","2"
"417","1"
"418","3"
"419","3"
"420","2"
"421","2"
"422","4"
"423","3"
"424","1"
"425","3"
"428","2"
"429","2"
"430","3"
"434","1"
"435","1"
"437","1"
"438","2"
"439","3"
"440","4"
"441","4"
"442","3"
"444","4"
"445","2"
"446","1"
"447","1"
"448","1"
"450","4"
"451","7"
"452","2"
"454","2"
"455","2"
"456","1"
"457","3"
"458","1"
"459","2"
"460","3"
"462","2"
"463","2"
"464","1"
"465","3"
