"412","AIX (ppc)"
"1657","AIX (ppc64)"
"1","Darwin (ppc)"
"1","FreeBSD (aarch64)"
"658","FreeBSD (amd64)"
"399","FreeBSD (i386)"
"378","HP-UX (IA64N)"
"11","HP-UX (IA64W)"
"71","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"6","HP-UX (ia64)"
"341","Linux (aarch64)"
"294275","Linux (amd64)"
"886","Linux (arm)"
"1","Linux (e2k)"
"10189","Linux (i386)"
"6","Linux (ia64)"
"2","Linux (mips64)"
"26","Linux (mips64el)"
"1","Linux (mipsel)"
"29","Linux (ppc)"
"204","Linux (ppc64)"
"389","Linux (ppc64le)"
"6","Linux (s390)"
"236","Linux (s390x)"
"6","Linux (sparcv9)"
"101","Linux (x86)"
"3","Linux (zArch_64)"
"3","Mac OS X (i386)"
"21283","Mac OS X (x86_64)"
"158847","N/A"
"27","NONSTOP_KERNEL (IA64N)"
"7","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"10","NetBSD (i386)"
"2","OS/400 (PowerPC)"
"16","OS/400 (ppc)"
"6","OS/400 (ppc64)"
"23","OpenBSD (amd64)"
"4","OpenBSD (i386)"
"654","SunOS (amd64)"
"1019","SunOS (sparc)"
"883","SunOS (sparcv9)"
"906","SunOS (x86)"
"20","Windows (amd64)"
"2","Windows (x86)"
"7241","Windows 10 (amd64)"
"6819","Windows 10 (x86)"
"4","Windows 2000 (x86)"
"294","Windows 2003 (amd64)"
"1264","Windows 2003 (x86)"
"22346","Windows 7 (amd64)"
"24845","Windows 7 (x86)"
"963","Windows 8 (amd64)"
"461","Windows 8 (x86)"
"2330","Windows 8.1 (amd64)"
"1963","Windows 8.1 (x86)"
"913","Windows NT (unknown) (amd64)"
"1356","Windows NT (unknown) (x86)"
"8","Windows Server 2003 (amd64)"
"9","Windows Server 2003 (x86)"
"509","Windows Server 2008 (amd64)"
"862","Windows Server 2008 (x86)"
"17725","Windows Server 2008 R2 (amd64)"
"9180","Windows Server 2008 R2 (x86)"
"3984","Windows Server 2012 (amd64)"
"1988","Windows Server 2012 (x86)"
"18058","Windows Server 2012 R2 (amd64)"
"9998","Windows Server 2012 R2 (x86)"
"1190","Windows Server 2016 (amd64)"
"464","Windows Server 2016 (x86)"
"1","Windows Server 2016 Standard (amd64)"
"2","Windows Server 8 (amd64)"
"18","Windows Vista (amd64)"
"163","Windows Vista (x86)"
"17","Windows XP (amd64)"
"1018","Windows XP (x86)"
"8","z/OS (s390)"
"46","z/OS (s390x)"
